ticker,year_month,period_end,open,high,low,close,r3,s3,pct_range_r3,error
AUROPHARMA.NS,2025-11,2025-11-01,1143.0,1250.0,1120.0,1227.0,1263.0,1191.0,6.05,
CESC.NS,2025-11,2025-11-01,180.0,183.0,166.0,170.0,175.0,165.0,6.06,
SAILIFE.NS,2025-11,2025-11-01,918.0,939.0,846.0,884.0,910.0,858.0,6.06,
VMM.NS,2025-11,2025-11-01,145.0,145.0,129.0,136.0,140.0,132.0,6.06,
RITES.NS,2025-11,2025-11-01,245.0,260.0,234.0,237.0,244.0,230.0,6.09,
SAIL.NS,2025-11,2025-11-01,137.0,146.0,131.0,135.0,139.0,131.0,6.11,
CEATLTD.NS,2025-11,2025-11-01,4056.0,4199.0,3784.0,3847.0,3961.0,3733.0,6.11,
JSWINFRA.NS,2025-11,2025-11-01,290.0,293.0,265.0,270.0,278.0,262.0,6.11,
HINDALCO.NS,2025-11,2025-11-01,848.0,856.0,770.0,808.0,832.0,784.0,6.12,
TATASTEEL.NS,2025-11,2025-11-01,182.0,184.0,165.0,168.0,173.0,163.0,6.13,
ASTRAL.NS,2025-11,2025-11-01,1460.0,1594.0,1436.0,1441.0,1484.0,1398.0,6.15,
ABSLAMC.NS,2025-11,2025-11-01,762.0,788.0,708.0,735.0,757.0,713.0,6.17,
CENTURYPLY.NS,2025-11,2025-11-01,754.0,820.0,733.0,801.0,825.0,777.0,6.18,
IDBI.NS,2025-11,2025-11-01,104.0,106.0,96.0,100.0,103.0,97.0,6.19,
MOTILALOFS.NS,2025-11,2025-11-01,978.0,1023.0,917.0,959.0,988.0,930.0,6.24,
LINDEINDIA.NS,2025-11,2025-11-01,6029.0,6332.0,5673.0,5966.0,6147.0,5785.0,6.26,
PRESTIGE.NS,2025-11,2025-11-01,1737.0,1805.0,1621.0,1677.0,1728.0,1626.0,6.27,
EMCURE.NS,2025-11,2025-11-01,1329.0,1464.0,1306.0,1414.0,1457.0,1371.0,6.27,
ENGINERSIN.NS,2025-11,2025-11-01,202.0,211.0,190.0,197.0,203.0,191.0,6.28,
KPRMILL.NS,2025-11,2025-11-01,1073.0,1138.0,1018.0,1080.0,1113.0,1047.0,6.3,
UNOMINDA.NS,2025-11,2025-11-01,1245.0,1341.0,1197.0,1307.0,1347.0,1267.0,6.31,
GODFRYPHLP.NS,2025-11,2025-11-01,3093.0,3164.0,2843.0,2873.0,2961.0,2785.0,6.32,
AEGISVOPAK.NS,2025-11,2025-11-01,281.0,281.0,252.0,261.0,269.0,253.0,6.32,
BHARATFORG.NS,2025-11,2025-11-01,1324.0,1460.0,1299.0,1434.0,1478.0,1390.0,6.33,
HCLTECH.NS,2025-11,2025-11-01,1540.0,1670.0,1490.0,1624.0,1674.0,1574.0,6.35,
JBMA.NS,2025-11,2025-11-01,669.0,673.0,603.0,614.0,633.0,595.0,6.39,
SUNDRMFAST.NS,2025-11,2025-11-01,954.0,1035.0,929.0,935.0,964.0,906.0,6.4,
IIFL.NS,2025-11,2025-11-01,540.0,581.0,516.0,579.0,597.0,561.0,6.42,
ADANIENT.NS,2025-11,2025-11-01,2484.0,2502.0,2243.0,2280.0,2351.0,2209.0,6.43,
GLAXO.NS,2025-11,2025-11-01,2644.0,2694.0,2404.0,2570.0,2650.0,2490.0,6.43,
ASTRAZEN.NS,2025-11,2025-11-01,9555.0,9850.0,8828.0,9024.0,9305.0,8743.0,6.43,
HAL.NS,2025-11,2025-11-01,4680.0,4921.0,4405.0,4542.0,4684.0,4400.0,6.45,
360ONE.NS,2025-11,2025-11-01,1089.0,1186.0,1051.0,1183.0,1220.0,1146.0,6.46,
GODREJIND.NS,2025-11,2025-11-01,1105.0,1134.0,1013.0,1052.0,1085.0,1019.0,6.48,
COFORGE.NS,2025-11,2025-11-01,1778.0,1932.0,1715.0,1909.0,1969.0,1849.0,6.49,
AARTIIND.NS,2025-11,2025-11-01,380.0,420.0,377.0,382.0,394.0,370.0,6.49,
SIGNATURE.NS,2025-11,2025-11-01,1085.0,1144.0,1016.0,1113.0,1148.0,1078.0,6.49,
TRENT.NS,2025-11,2025-11-01,4694.0,4725.0,4236.0,4250.0,4384.0,4116.0,6.51,
UTIAMC.NS,2025-11,2025-11-01,1248.0,1259.0,1128.0,1141.0,1177.0,1105.0,6.52,
MAPMYINDIA.NS,2025-11,2025-11-01,1819.0,1839.0,1648.0,1676.0,1729.0,1623.0,6.53,
BERGEPAINT.NS,2025-11,2025-11-01,541.0,595.0,528.0,565.0,583.0,547.0,6.58,
AIIL.NS,2025-11,2025-11-01,2900.0,2916.0,2598.0,2706.0,2793.0,2619.0,6.64,
KIMS.NS,2025-11,2025-11-01,724.0,733.0,654.0,685.0,707.0,663.0,6.64,
UCOBANK.NS,2025-11,2025-11-01,33.0,34.0,30.0,31.0,32.0,30.0,6.67,
ENRIN.NS,2025-11,2025-11-01,3199.0,3392.0,3022.0,3160.0,3262.0,3058.0,6.67,
ITI.NS,2025-11,2025-11-01,325.0,333.0,295.0,309.0,319.0,299.0,6.69,
INDUSTOWER.NS,2025-11,2025-11-01,366.0,414.0,365.0,401.0,414.0,388.0,6.7,
CAMPUS.NS,2025-11,2025-11-01,278.0,287.0,253.0,276.0,285.0,267.0,6.74,
TITAGARH.NS,2025-11,2025-11-01,896.0,919.0,821.0,827.0,854.0,800.0,6.75,
ABREL.NS,2025-11,2025-11-01,1877.0,1914.0,1704.0,1774.0,1832.0,1716.0,6.76,
TIINDIA.NS,2025-11,2025-11-01,3019.0,3107.0,2776.0,2784.0,2875.0,2693.0,6.76,
CHALET.NS,2025-11,2025-11-01,946.0,970.0,863.0,886.0,915.0,857.0,6.77,
STARHEALTH.NS,2025-11,2025-11-01,495.0,534.0,475.0,488.0,504.0,472.0,6.78,
NLCINDIA.NS,2025-11,2025-11-01,262.0,267.0,239.0,243.0,251.0,235.0,6.81,
TIMKEN.NS,2025-11,2025-11-01,3144.0,3179.0,2800.0,3154.0,3258.0,3050.0,6.82,
CRAFTSMAN.NS,2025-11,2025-11-01,6780.0,7378.0,6530.0,7024.0,7257.0,6791.0,6.86,
ERIS.NS,2025-11,2025-11-01,1602.0,1700.0,1506.0,1595.0,1648.0,1542.0,6.87,
KPIL.NS,2025-11,2025-11-01,1280.0,1336.0,1191.0,1200.0,1240.0,1160.0,6.9,
BLS.NS,2025-11,2025-11-01,314.0,343.0,304.0,330.0,341.0,319.0,6.9,
SWANCORP.NS,2025-11,2025-11-01,470.0,482.0,427.0,449.0,464.0,434.0,6.91,
TATAINVEST.NS,2025-11,2025-11-01,798.0,815.0,724.0,746.0,771.0,721.0,6.93,
MAHSCOOTER.NS,2025-11,2025-11-01,15109.0,15750.0,13957.0,14705.0,15198.0,14212.0,6.94,
CREDITACC.NS,2025-11,2025-11-01,1413.0,1456.0,1291.0,1337.0,1382.0,1292.0,6.97,
PERSISTENT.NS,2025-11,2025-11-01,5920.0,6478.0,5699.0,6353.0,6567.0,6139.0,6.97,
NYKAA.NS,2025-11,2025-11-01,249.0,273.0,242.0,267.0,276.0,258.0,6.98,
TATACHEM.NS,2025-11,2025-11-01,867.0,895.0,797.0,800.0,827.0,773.0,6.99,
DUMMYHDLVR.NS,,,,,,,,,,no_data
SKFINDUS.NS,,,,,,,,,,no_completed_month
