ticker,year_month,period_end,open,high,low,close,r3,s3,pct_range_r3,error
JSWSTEEL.NS,2025-11,2025-11-01,1214.0,1218.0,1104.0,1160.0,1191.0,1129.0,5.49,
JKTYRE.NS,2025-11,2025-11-01,432.0,476.0,431.0,447.0,459.0,435.0,5.52,
LTTS.NS,2025-11,2025-11-01,4120.0,4460.0,4022.0,4440.0,4560.0,4320.0,5.56,
TECHM.NS,2025-11,2025-11-01,1419.0,1532.0,1384.0,1517.0,1558.0,1476.0,5.56,
NIVABUPA.NS,2025-11,2025-11-01,75.0,79.0,72.0,74.0,76.0,72.0,5.56,
AWL.NS,2025-11,2025-11-01,275.0,283.0,258.0,259.0,266.0,252.0,5.56,
ASTERDM.NS,2025-11,2025-11-01,679.0,714.0,648.0,665.0,683.0,647.0,5.56,
NMDC.NS,2025-11,2025-11-01,76.0,79.0,72.0,74.0,76.0,72.0,5.56,
FEDERALBNK.NS,2025-11,2025-11-01,237.0,259.0,232.0,258.0,265.0,251.0,5.58,
MAHSEAMLES.NS,2025-11,2025-11-01,570.0,598.0,540.0,589.0,605.0,573.0,5.58,
ADANIPOWER.NS,2025-11,2025-11-01,159.0,160.0,145.0,147.0,151.0,143.0,5.59,
MAZDOCK.NS,2025-11,2025-11-01,2720.0,2848.0,2583.0,2680.0,2753.0,2607.0,5.6,
IKS.NS,2025-11,2025-11-01,1663.0,1727.0,1560.0,1681.0,1727.0,1635.0,5.63,
VTL.NS,2025-11,2025-11-01,438.0,469.0,424.0,437.0,449.0,425.0,5.65,
SIEMENS.NS,2025-11,2025-11-01,3100.0,3333.0,3003.0,3297.0,3388.0,3206.0,5.68,
BASF.NS,2025-11,2025-11-01,4410.0,4560.0,4141.0,4157.0,4272.0,4042.0,5.69,
INDIAMART.NS,2025-11,2025-11-01,2448.0,2526.0,2292.0,2310.0,2374.0,2246.0,5.7,
ZENTEC.NS,2025-11,2025-11-01,1425.0,1479.0,1338.0,1407.0,1446.0,1368.0,5.7,
LTIM.NS,2025-11,2025-11-01,5684.0,6124.0,5508.0,6096.0,6265.0,5927.0,5.7,
SYNGENE.NS,2025-11,2025-11-01,655.0,673.0,609.0,648.0,666.0,630.0,5.71,
ATUL.NS,2025-11,2025-11-01,5776.0,6255.0,5660.0,5874.0,6038.0,5710.0,5.74,
BAJFINANCE.NS,2025-11,2025-11-01,1037.0,1088.0,981.0,1038.0,1067.0,1009.0,5.75,
ABCAPITAL.NS,2025-11,2025-11-01,326.0,360.0,323.0,358.0,368.0,348.0,5.75,
FINPIPE.NS,2025-11,2025-11-01,188.0,194.0,177.0,179.0,184.0,174.0,5.75,
DCMSHRIRAM.NS,2025-11,2025-11-01,1286.0,1291.0,1166.0,1216.0,1250.0,1182.0,5.75,
IREDA.NS,2025-11,2025-11-01,152.0,154.0,141.0,143.0,147.0,139.0,5.76,
RHIM.NS,2025-11,2025-11-01,480.0,499.0,450.0,464.0,477.0,451.0,5.76,
INDHOTEL.NS,2025-11,2025-11-01,742.0,750.0,673.0,744.0,765.0,723.0,5.81,
CAPLIPOINT.NS,2025-11,2025-11-01,2033.0,2074.0,1879.0,1911.0,1965.0,1857.0,5.82,
AUBANK.NS,2025-11,2025-11-01,877.0,963.0,864.0,955.0,982.0,928.0,5.82,
CAMS.NS,2025-11,2025-11-01,785.0,813.0,734.0,774.0,796.0,752.0,5.85,
CDSL.NS,2025-11,2025-11-01,1585.0,1674.0,1508.0,1617.0,1663.0,1571.0,5.86,
PRAJIND.NS,2025-11,2025-11-01,338.0,348.0,315.0,316.0,325.0,307.0,5.86,
BAYERCROP.NS,2025-11,2025-11-01,4885.0,4915.0,4431.0,4658.0,4791.0,4525.0,5.88,
HONAUT.NS,2025-11,2025-11-01,36670.0,37750.0,34055.0,35395.0,36411.0,34379.0,5.91,
HINDZINC.NS,2025-11,2025-11-01,476.0,504.0,454.0,485.0,499.0,471.0,5.94,
FSL.NS,2025-11,2025-11-01,354.0,372.0,337.0,346.0,356.0,336.0,5.95,
METROPOLIS.NS,2025-11,2025-11-01,1981.0,2118.0,1914.0,1931.0,1987.0,1875.0,5.97,
BALRAMCHIN.NS,2025-11,2025-11-01,460.0,476.0,429.0,448.0,461.0,435.0,5.98,
ADANIENSOL.NS,2025-11,2025-11-01,987.0,1050.0,945.0,995.0,1024.0,966.0,6.0,
NIACL.NS,2025-11,2025-11-01,185.0,187.0,170.0,171.0,176.0,166.0,6.02,
HUDCO.NS,2025-11,2025-11-01,237.0,247.0,222.0,239.0,246.0,232.0,6.03,
