ticker,year_month,period_end,open,high,low,close,r3,s3,pct_range_r3,error
GICRE.NS,2025-12,2025-12-01,388.0,394.0,361.0,381.0,390.0,372.0,4.84,
BANKBARODA.NS,2025-12,2025-12-01,290.0,304.0,280.0,296.0,303.0,289.0,4.84,
FORTIS.NS,2025-12,2025-12-01,919.0,922.0,845.0,884.0,905.0,863.0,4.87,
IRB.NS,2025-12,2025-12-01,43.0,44.0,41.0,42.0,43.0,41.0,4.88,
CESC.NS,2025-12,2025-12-01,171.0,178.0,163.0,168.0,172.0,164.0,4.88,
MANYAVAR.NS,2025-12,2025-12-01,613.0,624.0,574.0,582.0,596.0,568.0,4.93,
CRISIL.NS,2025-12,2025-12-01,4450.0,4538.0,4160.0,4322.0,4426.0,4218.0,4.93,
ACC.NS,2025-12,2025-12-01,1868.0,1868.0,1715.0,1738.0,1780.0,1696.0,4.95,
BAYERCROP.NS,2025-12,2025-12-01,4640.0,4674.0,4275.0,4558.0,4668.0,4448.0,4.95,
BHEL.NS,2025-12,2025-12-01,291.0,295.0,268.0,287.0,294.0,280.0,5.0,
EIHOTEL.NS,2025-12,2025-12-01,376.0,392.0,358.0,368.0,377.0,359.0,5.01,
CERA.NS,2025-12,2025-12-01,5546.0,5580.0,5116.0,5236.0,5364.0,5108.0,5.01,
GODREJPROP.NS,2025-12,2025-12-01,2123.0,2128.0,1950.0,2004.0,2053.0,1955.0,5.01,
ASTRAL.NS,2025-12,2025-12-01,1450.0,1472.0,1350.0,1388.0,1422.0,1354.0,5.02,
TECHM.NS,2025-12,2025-12-01,1515.0,1650.0,1510.0,1591.0,1630.0,1552.0,5.03,
SUNDRMFAST.NS,2025-12,2025-12-01,935.0,990.0,907.0,935.0,958.0,912.0,5.04,
BLUEDART.NS,2025-12,2025-12-01,5719.0,5736.0,5242.0,5521.0,5657.0,5385.0,5.05,
IPCALAB.NS,2025-12,2025-12-01,1459.0,1488.0,1362.0,1419.0,1454.0,1384.0,5.06,
ATGL.NS,2025-12,2025-12-01,609.0,611.0,561.0,567.0,581.0,553.0,5.06,
NH.NS,2025-12,2025-12-01,1966.0,1975.0,1803.0,1892.0,1939.0,1845.0,5.09,
HAL.NS,2025-12,2025-12-01,4562.0,4584.0,4187.0,4389.0,4498.0,4280.0,5.09,
ENGINERSIN.NS,2025-12,2025-12-01,198.0,208.0,188.0,201.0,206.0,196.0,5.1,
ASIANPAINT.NS,2025-12,2025-12-01,2878.0,2986.0,2735.0,2770.0,2839.0,2701.0,5.11,
ELECON.NS,2025-12,2025-12-01,503.0,506.0,461.0,481.0,493.0,469.0,5.12,
KFINTECH.NS,2025-12,2025-12-01,1069.0,1116.0,1018.0,1082.0,1109.0,1055.0,5.12,
MOTHERSON.NS,2025-12,2025-12-01,116.0,123.0,113.0,120.0,123.0,117.0,5.13,
ALKYLAMINE.NS,2025-12,2025-12-01,1685.0,1695.0,1551.0,1596.0,1636.0,1556.0,5.14,
APTUS.NS,2025-12,2025-12-01,280.0,296.0,271.0,279.0,286.0,272.0,5.15,
UPL.NS,2025-12,2025-12-01,761.0,801.0,730.0,795.0,815.0,775.0,5.16,
RECLTD.NS,2025-12,2025-12-01,362.0,363.0,331.0,357.0,366.0,348.0,5.17,
NHPC.NS,2025-12,2025-12-01,76.0,80.0,74.0,79.0,81.0,77.0,5.19,
BIOCON.NS,2025-12,2025-12-01,398.0,412.0,376.0,394.0,404.0,384.0,5.21,
BAJAJHLDNG.NS,2025-12,2025-12-01,11519.0,11846.0,10800.0,11328.0,11616.0,11040.0,5.22,
SUMICHEM.NS,2025-12,2025-12-01,465.0,476.0,432.0,471.0,483.0,459.0,5.23,
GLENMARK.NS,2025-12,2025-12-01,1950.0,2082.0,1893.0,2035.0,2087.0,1983.0,5.24,
INOXINDIA.NS,2025-12,2025-12-01,1174.0,1190.0,1083.0,1134.0,1163.0,1105.0,5.25,
IGL.NS,2025-12,2025-12-01,199.0,201.0,183.0,195.0,200.0,190.0,5.26,
PATANJALI.NS,2025-12,2025-12-01,568.0,571.0,521.0,546.0,560.0,532.0,5.26,
NUVAMA.NS,2025-12,2025-12-01,1493.0,1531.0,1394.0,1480.0,1518.0,1442.0,5.27,
PERSISTENT.NS,2025-12,2025-12-01,6376.0,6599.0,6014.0,6272.0,6433.0,6111.0,5.27,
ATUL.NS,2025-12,2025-12-01,5874.0,6182.0,5606.0,6141.0,6299.0,5983.0,5.28,
PHOENIXLTD.NS,2025-12,2025-12-01,1738.0,1871.0,1698.0,1854.0,1902.0,1806.0,5.32,
ABFRL.NS,2025-12,2025-12-01,78.0,79.0,73.0,77.0,79.0,75.0,5.33,
AAVAS.NS,2025-12,2025-12-01,1556.0,1575.0,1435.0,1464.0,1502.0,1426.0,5.33,
UNIONBANK.NS,2025-12,2025-12-01,154.0,160.0,146.0,154.0,158.0,150.0,5.33,
SHYAMMETL.NS,2025-12,2025-12-01,814.0,855.0,776.0,848.0,870.0,826.0,5.33,
APOLLOTYRE.NS,2025-12,2025-12-01,517.0,539.0,491.0,500.0,513.0,487.0,5.34,
BPCL.NS,2025-12,2025-12-01,362.0,386.0,349.0,384.0,394.0,374.0,5.35,
BERGEPAINT.NS,2025-12,2025-12-01,565.0,569.0,518.0,537.0,551.0,523.0,5.35,
TRENT.NS,2025-12,2025-12-01,4270.0,4338.0,3930.0,4279.0,4391.0,4167.0,5.38,
INDUSTOWER.NS,2025-12,2025-12-01,405.0,435.0,395.0,419.0,430.0,408.0,5.39,
ABBOTINDIA.NS,2025-12,2025-12-01,30200.0,30200.0,27430.0,29025.0,29787.0,28263.0,5.39,
GODREJAGRO.NS,2025-12,2025-12-01,595.0,615.0,559.0,571.0,586.0,556.0,5.4,
UNOMINDA.NS,2025-12,2025-12-01,1307.0,1338.0,1215.0,1286.0,1320.0,1252.0,5.43,
